Time,Bitrate,Delay,Jitter,Loss
0.000000,5104.000000,0.000575,0.000222,0.000000
1.000000,5168.000000,0.000571,0.000139,0.000000
2.000000,5104.000000,0.000634,0.000241,0.000000
3.000000,5256.000000,0.000611,0.000199,0.000000
4.000000,5216.000000,0.000584,0.000156,0.000000
5.000000,5144.000000,0.000571,0.000128,0.000000
6.000000,5152.000000,0.000574,0.000159,0.000000
7.000000,5288.000000,0.000573,0.000131,0.000000
8.000000,5216.000000,0.000601,0.000176,0.000000
9.000000,5232.000000,0.000587,0.000157,0.000000
10.000000,5128.000000,0.000620,0.000192,0.000000
11.000000,5272.000000,0.000570,0.000142,0.000000
12.000000,5168.000000,0.000619,0.000216,0.000000
13.000000,5080.000000,0.000652,0.000259,0.000000
14.000000,5336.000000,0.000578,0.000138,0.000000
15.000000,5048.000000,0.000713,0.000283,0.000000
16.000000,4976.000000,0.000655,0.000273,0.000000
17.000000,5160.000000,0.000587,0.000150,0.000000
18.000000,5120.000000,0.000607,0.000208,0.000000
19.000000,5192.000000,0.000592,0.000163,0.000000
20.000000,5304.000000,0.000575,0.000138,0.000000
21.000000,4808.000000,0.000669,0.000317,0.000000
22.000000,5104.000000,0.000661,0.000280,0.000000
23.000000,5272.000000,0.000580,0.000158,0.000000
24.000000,5032.000000,0.000606,0.000202,0.000000
25.000000,5200.000000,0.000579,0.000146,0.000000
26.000000,5216.000000,0.000551,0.000130,0.000000
27.000000,5136.000000,0.000611,0.000223,0.000000
28.000000,5152.000000,0.000613,0.000203,0.000000
29.000000,5192.000000,0.000614,0.000183,0.000000
30.000000,5256.000000,0.000590,0.000161,0.000000
31.000000,5184.000000,0.000580,0.000168,0.000000
32.000000,5240.000000,0.000557,0.000140,0.000000
33.000000,5312.000000,0.000561,0.000168,0.000000
34.000000,5384.000000,0.000518,0.000102,0.000000
35.000000,5288.000000,0.000534,0.000122,0.000000
36.000000,5296.000000,0.000550,0.000147,0.000000
37.000000,5224.000000,0.000571,0.000174,0.000000
38.000000,5368.000000,0.000532,0.000120,0.000000
39.000000,5120.000000,0.000561,0.000183,0.000000
40.000000,5168.000000,0.000600,0.000234,0.000000
41.000000,5272.000000,0.000629,0.000210,0.000000
42.000000,5216.000000,0.000602,0.000222,0.000000
43.000000,5144.000000,0.000574,0.000198,0.000000
44.000000,5360.000000,0.000540,0.000126,0.000000
45.000000,5144.000000,0.000586,0.000195,0.000000
46.000000,5048.000000,0.000668,0.000293,0.000000
47.000000,5136.000000,0.000562,0.000177,0.000000
48.000000,5120.000000,0.000614,0.000228,0.000000
49.000000,5096.000000,0.000572,0.000212,0.000000
50.000000,5208.000000,0.000553,0.000161,0.000000
51.000000,4776.000000,0.000831,0.000512,0.000000
52.000000,4880.000000,0.000648,0.000277,0.000000
53.000000,5056.000000,0.000620,0.000228,0.000000
54.000000,5320.000000,0.000571,0.000136,0.000000
55.000000,5136.000000,0.000619,0.000209,0.000000
56.000000,4888.000000,0.000643,0.000302,0.000000
57.000000,4912.000000,0.000660,0.000310,0.000000
58.000000,5168.000000,0.000599,0.000243,0.000000
59.000000,5168.000000,0.000613,0.000251,0.000000
